Tempo(s),Canal 1(V)
+889.5000E-06,+84.0200995E-03
+890.0000E-06,+122.2110540E-03
+890.5000E-06,+122.2110540E-03
+891.0000E-06,+152.7638175E-03
+891.5000E-06,+152.7638175E-03
+892.0000E-06,+145.1256266E-03
+892.5000E-06,+152.7638175E-03
+893.0000E-06,+175.6783901E-03
+893.5000E-06,+152.7638175E-03
+894.0000E-06,+152.7638175E-03
+894.5000E-06,+160.4020083E-03
+895.0000E-06,+175.6783901E-03
+895.5000E-06,+175.6783901E-03
+896.0000E-06,+160.4020083E-03
+896.5000E-06,+183.3165810E-03
+897.0000E-06,+183.3165810E-03
+897.5000E-06,+190.9547718E-03
+898.0000E-06,+183.3165810E-03
+898.5000E-06,+206.2311536E-03
+899.0000E-06,+213.8693444E-03
+899.5000E-06,+213.8693444E-03
+900.0000E-06,+213.8693444E-03
+900.5000E-06,+213.8693444E-03
+901.0000E-06,+213.8693444E-03
+901.5000E-06,+221.5075353E-03
+902.0000E-06,+221.5075353E-03
+902.5000E-06,+198.5929626E-03
+903.0000E-06,+244.4221079E-03
+903.5000E-06,+236.7839171E-03
+904.0000E-06,+244.4221079E-03
+904.5000E-06,+213.8693444E-03
+905.0000E-06,+244.4221079E-03
+905.5000E-06,+267.3366806E-03
+906.0000E-06,+244.4221079E-03
+906.5000E-06,+252.0602988E-03
+907.0000E-06,+274.9748714E-03
+907.5000E-06,+252.0602988E-03
+908.0000E-06,+274.9748714E-03
+908.5000E-06,+290.2512533E-03
+909.0000E-06,+274.9748714E-03
+909.5000E-06,+274.9748714E-03
+910.0000E-06,+282.6130623E-03
+910.5000E-06,+282.6130623E-03
+911.0000E-06,+274.9748714E-03
+911.5000E-06,+305.5276349E-03
+912.0000E-06,+305.5276349E-03
+912.5000E-06,+305.5276349E-03
+913.0000E-06,+328.4422076E-03
+913.5000E-06,+313.1658258E-03
+914.0000E-06,+313.1658258E-03
+914.5000E-06,+305.5276349E-03
+915.0000E-06,+305.5276349E-03
+915.5000E-06,+328.4422076E-03
+916.0000E-06,+358.9949711E-03
+916.5000E-06,+328.4422076E-03
+917.0000E-06,+336.0803984E-03
+917.5000E-06,+351.3567802E-03
+918.0000E-06,+358.9949711E-03
+918.5000E-06,+358.9949711E-03
+919.0000E-06,+343.7185892E-03
+919.5000E-06,+358.9949711E-03
+920.0000E-06,+366.6331619E-03
+920.5000E-06,+343.7185892E-03
+921.0000E-06,+366.6331619E-03
+921.5000E-06,+366.6331619E-03
+922.0000E-06,+366.6331619E-03
+922.5000E-06,+366.6331619E-03
+923.0000E-06,+374.2713527E-03
+923.5000E-06,+374.2713527E-03
+924.0000E-06,+374.2713527E-03
+924.5000E-06,+397.1859254E-03
+925.0000E-06,+389.5477346E-03
+925.5000E-06,+389.5477346E-03
+926.0000E-06,+366.6331619E-03
+926.5000E-06,+389.5477346E-03
+927.0000E-06,+374.2713527E-03
+927.5000E-06,+397.1859254E-03
+928.0000E-06,+420.1004981E-03
+928.5000E-06,+397.1859254E-03
+929.0000E-06,+404.8241162E-03
+929.5000E-06,+381.9095436E-03
+930.0000E-06,+397.1859254E-03
+930.5000E-06,+427.7386889E-03
+931.0000E-06,+404.8241162E-03
+931.5000E-06,+427.7386889E-03
+932.0000E-06,+420.1004981E-03
+932.5000E-06,+427.7386889E-03
+933.0000E-06,+435.3768797E-03
+933.5000E-06,+435.3768797E-03
+934.0000E-06,+435.3768797E-03
+934.5000E-06,+427.7386889E-03
+935.0000E-06,+458.2914524E-03
+935.5000E-06,+427.7386889E-03
+936.0000E-06,+450.6532615E-03
+936.5000E-06,+435.3768797E-03
+937.0000E-06,+435.3768797E-03
+937.5000E-06,+458.2914524E-03
+938.0000E-06,+435.3768797E-03
+938.5000E-06,+458.2914524E-03
+939.0000E-06,+458.2914524E-03
+939.5000E-06,+465.9296432E-03
+940.0000E-06,+458.2914524E-03
+940.5000E-06,+481.2060250E-03
+941.0000E-06,+481.2060250E-03
+941.5000E-06,+435.3768797E-03
+942.0000E-06,+465.9296432E-03
+942.5000E-06,+465.9296432E-03
+943.0000E-06,+458.2914524E-03
+943.5000E-06,+481.2060250E-03
+944.0000E-06,+488.8442159E-03
+944.5000E-06,+458.2914524E-03
+945.0000E-06,+488.8442159E-03
+945.5000E-06,+488.8442159E-03
+946.0000E-06,+465.9296432E-03
+946.5000E-06,+488.8442159E-03
+947.0000E-06,+481.2060250E-03
+947.5000E-06,+458.2914524E-03
+948.0000E-06,+511.7587885E-03
+948.5000E-06,+496.4824067E-03
+949.0000E-06,+488.8442159E-03
+949.5000E-06,+488.8442159E-03
+950.0000E-06,+488.8442159E-03
+950.5000E-06,+473.5678340E-03
+951.0000E-06,+488.8442159E-03
+951.5000E-06,+481.2060250E-03
+952.0000E-06,+488.8442159E-03
+952.5000E-06,+496.4824067E-03
+953.0000E-06,+519.3969794E-03
+953.5000E-06,+488.8442159E-03
+954.0000E-06,+542.3115520E-03
+954.5000E-06,+496.4824067E-03
+955.0000E-06,+511.7587885E-03
+955.5000E-06,+519.3969794E-03
+956.0000E-06,+511.7587885E-03
+956.5000E-06,+488.8442159E-03
+957.0000E-06,+496.4824067E-03
+957.5000E-06,+496.4824067E-03
+958.0000E-06,+496.4824067E-03
+958.5000E-06,+519.3969794E-03
+959.0000E-06,+496.4824067E-03
+959.5000E-06,+519.3969794E-03
+960.0000E-06,+488.8442159E-03
+960.5000E-06,+519.3969794E-03
+961.0000E-06,+542.3115520E-03
+961.5000E-06,+527.0351702E-03
+962.0000E-06,+519.3969794E-03
+962.5000E-06,+527.0351702E-03
+963.0000E-06,+519.3969794E-03
+963.5000E-06,+519.3969794E-03
+964.0000E-06,+519.3969794E-03
+964.5000E-06,+527.0351702E-03
+965.0000E-06,+519.3969794E-03
+965.5000E-06,+542.3115520E-03
+966.0000E-06,+511.7587885E-03
+966.5000E-06,+527.0351702E-03
+967.0000E-06,+549.9497429E-03
+967.5000E-06,+519.3969794E-03
+968.0000E-06,+527.0351702E-03
+968.5000E-06,+519.3969794E-03
+969.0000E-06,+511.7587885E-03
+969.5000E-06,+527.0351702E-03
+970.0000E-06,+542.3115520E-03
+970.5000E-06,+519.3969794E-03
+971.0000E-06,+549.9497429E-03
+971.5000E-06,+496.4824067E-03
